iteration,train_mll,train_acc,test_mll,test_acc
0,-0.560616672039032,0.769636332988739,-0.5621522068977356,0.767403781414032
1,-0.5460043549537659,0.7707880139350891,-0.5467954874038696,0.7686322927474976
2,-0.38892555236816406,0.8513295650482178,-0.395182728767395,0.8473587036132812
3,-0.3551040291786194,0.8527116179466248,-0.36306798458099365,0.8479729890823364
4,-0.3421913683414459,0.8520973324775696,-0.35317179560661316,0.8462325930595398
5,-0.3354867994785309,0.8526092171669006,-0.3457905948162079,0.8468468189239502
6,-0.33111444115638733,0.8539400696754456,-0.3410959243774414,0.849201500415802
7,-0.32974451780319214,0.8522509336471558,-0.3402988612651825,0.8516584634780884
8,-0.3267582356929779,0.852762758731842,-0.33802729845046997,0.847768247127533
9,-0.3260231614112854,0.8552197217941284,-0.33671826124191284,0.8493038415908813
10,-0.32507088780403137,0.8539656400680542,-0.3350203037261963,0.8478705883026123
11,-0.32784709334373474,0.853223443031311,-0.33808138966560364,0.8479729890823364
12,-0.3242017328739166,0.8550917506217957,-0.331941694021225,0.8481777310371399
13,-0.32181066274642944,0.8563202023506165,-0.33222609758377075,0.8493038415908813
14,-0.3207465708255768,0.855654776096344,-0.3307579457759857,0.8518632054328918
15,-0.31890755891799927,0.8561410903930664,-0.3283495306968689,0.8511465787887573
16,-0.31863656640052795,0.8559363484382629,-0.33102652430534363,0.8512489795684814
17,-0.3189674913883209,0.8547846078872681,-0.32811447978019714,0.852886974811554
18,-0.31759434938430786,0.8558851480484009,-0.33007967472076416,0.8504299521446228
19,-0.31681501865386963,0.8577278256416321,-0.32842114567756653,0.8504299521446228
20,-0.3173459768295288,0.8557827472686768,-0.3272308111190796,0.852477490901947
21,-0.320439875125885,0.8544518947601318,-0.32980501651763916,0.8489966988563538
22,-0.31809142231941223,0.8555012345314026,-0.3283592462539673,0.8513513803482056
23,-0.3158103823661804,0.857088029384613,-0.3251459002494812,0.8521703481674194
24,-0.31429681181907654,0.8578302264213562,-0.3237306773662567,0.8520679473876953
25,-0.3139394521713257,0.8578302264213562,-0.3240889310836792,0.8518632054328918
26,-0.31329724192619324,0.8581629395484924,-0.32325246930122375,0.8547297120094299
27,-0.3149430751800537,0.8572927713394165,-0.32615751028060913,0.8539107441902161
28,-0.3131367564201355,0.8578045964241028,-0.3245065212249756,0.854832112789154
29,-0.3129328787326813,0.8587259650230408,-0.3250845968723297,0.8541154861450195
30,-0.31401848793029785,0.8580349683761597,-0.32514142990112305,0.8537060022354126
