communications,iteration,train_mll,train_error,test_mll,test_error
0,0,-61.19508361816406,1.4016046524047852,0.22504256665706635,0.17140315473079681
2,1,-61.32212829589844,1.4017271995544434,0.2091103047132492,0.1728779673576355
4,2,-8.531394004821777,0.4758986234664917,-12.115425109863281,0.6469628810882568
6,3,-6.269707679748535,0.4191455543041229,-22.36770248413086,0.8623717427253723
8,4,-6.795818328857422,0.45737844705581665,-26.153156280517578,0.9282650351524353
