communications,iteration,train_mll,train_acc,test_mll,test_acc
0,0,-0.5448965430259705,0.7630077004432678,-0.5473243594169617,0.7591114044189453
2,1,-0.5461823344230652,0.7649272084236145,-0.5482608675956726,0.7624897360801697
4,2,-0.5498876571655273,0.7647480368614197,-0.5541079640388489,0.7619779109954834
6,3,-0.5497589111328125,0.7596037983894348,-0.5530022382736206,0.7562448978424072
8,4,-0.5532805323600769,0.7598085403442383,-0.5548707842826843,0.7549139857292175
10,5,-0.5719357132911682,0.7549458742141724,-0.5750045776367188,0.7486691474914551
12,6,-0.5535643100738525,0.7610626220703125,-0.5560474395751953,0.7538902759552002
14,7,-0.5518379807472229,0.7605507373809814,-0.5538701415061951,0.7575757503509521
16,8,-0.5482968688011169,0.7658485174179077,-0.551825761795044,0.7580876350402832
18,9,-0.5461234450340271,0.7656182050704956,-0.5480405688285828,0.7612612843513489
20,10,-0.5303966999053955,0.7656182050704956,-0.5318314433097839,0.7615683674812317
22,11,-0.5312102437019348,0.7649783492088318,-0.5336397886276245,0.7604422569274902
24,12,-0.5281381011009216,0.7671025991439819,-0.5296925902366638,0.7632063627243042
26,13,-0.5260997414588928,0.7681007385253906,-0.5287168025970459,0.7645372748374939
28,14,-0.5241053700447083,0.7689453363418579,-0.5260661840438843,0.7647420167922974
30,15,-0.5161876082420349,0.7680495381355286,-0.5172871947288513,0.7632063627243042
32,16,-0.4947583079338074,0.7768279910087585,-0.4976171553134918,0.7719082832336426
34,17,-0.47877073287963867,0.7847618460655212,-0.4814710319042206,0.7799959182739258
36,18,-0.44459041953086853,0.8057737946510315,-0.4524836838245392,0.8014946579933167
38,19,-0.42458823323249817,0.8094080090522766,-0.4319605529308319,0.8034397959709167
40,20,-0.4012104570865631,0.8153712153434753,-0.41167959570884705,0.8059991598129272
42,21,-0.4194983243942261,0.8092032670974731,-0.4307897090911865,0.8035421967506409
44,22,-0.45976611971855164,0.796150803565979,-0.47839587926864624,0.7919737696647644
46,23,-0.5090320110321045,0.7921326756477356,-0.5266228318214417,0.7877764105796814
48,24,-0.4777052700519562,0.7970977425575256,-0.48813703656196594,0.7968878149986267
50,25,-0.4629206955432892,0.791825532913208,-0.47857874631881714,0.789004921913147
52,26,-0.3865955173969269,0.818800687789917,-0.40020692348480225,0.8134725689888
