communications,iteration,train_mll,train_acc,test_mll,test_acc
0,0,-0.6931481957435608,0.2384766936302185,-0.693149745464325,0.24252662062644958
20,1,-19.466846466064453,0.8448033332824707,-20.121540069580078,0.8379402160644531
40,2,-1.0430326461791992,0.2384766936302185,-1.0380830764770508,0.24252662062644958
60,3,-729.6328125,0.2384766936302185,-742.974853515625,0.24252662062644958
80,4,-0.5664914846420288,0.7615233063697815,-0.569545567035675,0.7574734091758728
100,5,-2.484379291534424,0.7615233063697815,-2.526233673095703,0.7574734091758728
120,6,-0.5727664232254028,0.7615233063697815,-0.5761635303497314,0.7574734091758728
140,7,-338.5228271484375,0.7615233063697815,-411.07257080078125,0.7574734091758728
160,8,-0.6732343435287476,0.7615233063697815,-0.6735913753509521,0.7574734091758728
180,9,-127.87010955810547,0.7615233063697815,-125.72464752197266,0.7574734091758728
200,10,-0.9984893202781677,0.7615233063697815,-1.0290422439575195,0.7574734091758728
