communications,iteration,train_mll,train_error,test_mll,test_error
0,0,0.8962065577507019,0.09380168467760086,0.05386783555150032,0.1815081685781479
2,1,0.32772284746170044,0.15835672616958618,0.014065270312130451,0.18468442559242249
4,2,0.28317829966545105,0.16202504932880402,-0.2593655586242676,0.20484420657157898
