communications,iteration,train_mll,train_error,test_mll,test_error
0,0,-164.53509521484375,1.457269310951233,-17.486228942871094,0.16603116691112518
2,1,0.37703800201416016,0.1347917765378952,-3.1140801906585693,0.22430114448070526
