communications,iteration,train_mll,train_error,test_mll,test_error
0,0,-148.0388641357422,1.4290677309036255,-12.190452575683594,0.18122030794620514
2,1,-1.1428147554397583,0.21412932872772217,-2.9993627071380615,0.18961332738399506
4,2,0.15359699726104736,0.14865276217460632,-2.884484052658081,0.1796409636735916
6,3,0.24405808746814728,0.140959233045578,-2.9472386837005615,0.1400149017572403
8,4,0.33503082394599915,0.13370713591575623,-3.471104621887207,0.18939213454723358
