epoch,lls,kls,elbos,errors
0,-2079.724863358977,1183.8698517622859,-3263.594715121263,0.18540153549962943
1,-2799.525340600364,1152.4622843715977,-3951.987624971962,0.3515954507454613
2,-2120.3287344220016,1126.7346204323865,-3247.0633548543883,0.23853126063838814
3,-3003.3957002321,1143.2070993672057,-4146.602799599305,0.2721540430220155
4,-1902.5734714705884,1086.3404404429239,-2988.9139119135125,0.2025334922047283
5,-1952.7786376995518,1100.3450074616958,-3053.1236451612476,0.23506408850635055
6,-2037.6858425529076,1076.9088600390428,-3114.5947025919504,0.16757693288970543
7,-1691.2605294859864,1074.1632914692752,-2765.4238209552614,0.24220088235952342
8,-1566.0252216687459,1059.220043575351,-2625.245265244097,0.23541798064225614
9,-2116.5315705038824,1022.5490001959537,-3139.0805706998362,0.2630242467264551
10,-2243.191998739743,1069.6585286081058,-3312.850527347849,0.20837812987192775
11,-2440.772900446538,1046.9436155859646,-3487.716516032503,0.2406357867570586
12,-1654.9592723108851,1025.3852806588561,-2680.344552969741,0.3620154086652727
13,-2186.8829050000822,994.0990400459392,-3180.9819450460213,0.28197649594462815
14,-2161.665563219438,999.6791916379913,-3161.344754857429,0.3409054957497185
15,-1662.983344719154,976.9772804378474,-2639.9606251570012,0.20674936307833286
16,-1537.9063296848394,978.922359572947,-2516.828689257786,0.16227555545112468
17,-1902.496515195097,965.7192023359742,-2868.2157175310713,0.26363579568965817
18,-2281.3778839045913,946.2876144435761,-3227.6654983481676,0.29709085109465466
19,-1961.7136682158193,941.8241229955189,-2903.537791211338,0.23405768328344387
20,-2290.2147856626007,935.8681187513639,-3226.0829044139646,0.39670462878953205
21,-1591.74635429392,938.4409521413278,-2530.1873064352476,0.27926269935875336
22,-2161.975716536968,913.7646519166025,-3075.74036845357,0.31514285846854917
23,-1155.7205413048077,912.4660607633778,-2068.1866020681855,0.1828113933490675
24,-1555.8070377361487,900.3520967295844,-2456.159134465733,0.18841205674128825
25,-1264.5513434745028,889.0134573589543,-2153.564800833457,0.229537719077212
26,-2051.4833741778702,887.6252533964586,-2939.1086275743287,0.31430602529518
27,-1639.798923587247,884.7115199286118,-2524.5104435158587,0.25651959818727044
28,-1926.1474895528727,864.5279576341293,-2790.6754471870017,0.21734437271061297
29,-1164.6597795712255,872.328935992637,-2036.9887155638626,0.1983124771647756
30,-1520.2811462555549,861.990666842125,-2382.27181309768,0.2732035553225347
31,-1930.6201318962496,863.6107870038777,-2794.230918900127,0.2043717922482251
32,-1779.084459370961,859.5012731726989,-2638.58573254366,0.3331351808149103
33,-1218.3455704127505,849.7873999108939,-2068.1329703236443,0.1831457491792917
34,-1235.1282866447175,843.1636753230781,-2078.2919619677955,0.17148771758532838
35,-2364.676440793274,856.3951250075055,-3221.07156580078,0.2396840487061307
36,-1365.2349869832292,848.7861134981003,-2214.0211004813295,0.22038438789194645
37,-1173.9595900572026,848.275748306153,-2022.2353383633556,0.18294130234324074
38,-1358.1748244127202,840.5538763873521,-2198.728700800072,0.24061922536046335
39,-1474.2154279862566,844.3116411963338,-2318.5270691825904,0.23783900357999135
40,-1143.6862809466434,830.0965372907201,-1973.7828182373635,0.18748050308647266
41,-1367.9414758267615,831.0302224614945,-2198.971698288256,0.20828962831983322
42,-956.6529829302362,831.842465344272,-1788.4954482745084,0.15947034397243273
43,-1490.4008084955938,833.775414952344,-2324.176223447938,0.30996402519740657
44,-1316.6289139010437,826.5462126606784,-2143.175126561722,0.2570636033687786
45,-1142.6628013294826,838.1765003231424,-1980.839301652625,0.1775398084041367
