communications,iteration,train_mll,train_error,test_mll,test_error
0,0,-67.23456573486328,1.4024250507354736,0.019283805042505264,0.1843900829553604
2,1,-11.49114990234375,0.5915623903274536,-13.546649932861328,0.6486455798149109
