communications,iteration,train_mll,train_error,test_mll,test_error
0,0,-19.27062225341797,0.49999621510505676,-46.63843536376953,0.28206759691238403
2,1,0.016984514892101288,0.14007914066314697,-12.086730003356934,0.14677207171916962
4,2,0.45613837242126465,0.12795022130012512,-10.271184921264648,0.1628805696964264
6,3,0.5443897843360901,0.12676627933979034,-13.91701889038086,0.19007569551467896
8,4,0.5882385969161987,0.12360914051532745,-16.979795455932617,0.22656840085983276
