communications,iteration,train_mll,train_error,test_mll,test_error
0,0,-269.1668395996094,1.464446783065796,-35.11371994018555,0.18030615150928497
4,1,0.3359953761100769,0.14087951183319092,-5.8964152336120605,0.30565696954727173
8,2,0.2656938433647156,0.14303474128246307,-7.338961601257324,0.29712042212486267
