communications,iteration,train_mll,train_acc,test_mll,test_acc
0,0,-0.7390057444572449,0.16445477306842804,-0.7390832901000977,0.16390179097652435
2,1,-0.39605745673179626,0.8836817145347595,-0.40628403425216675,0.8803362250328064
4,2,-0.4091779589653015,0.8836817145347595,-0.4189567267894745,0.8803362250328064
6,3,-0.43124938011169434,0.8836817145347595,-0.44676145911216736,0.8803362250328064
8,4,-0.4359900653362274,0.8836817145347595,-0.4521521031856537,0.8803362250328064
10,5,-0.45063841342926025,0.8836817145347595,-0.469100683927536,0.8803362250328064
12,6,-0.25057554244995117,0.8986396789550781,-0.2590383291244507,0.8946029543876648
14,7,-0.241306871175766,0.8989990949630737,-0.24916590750217438,0.896040678024292
16,8,-0.23721452057361603,0.9002985954284668,-0.2464914619922638,0.8983631730079651
18,9,-0.23412925004959106,0.9003539085388184,-0.24259397387504578,0.8984737992286682
20,10,-0.23273387551307678,0.900989830493927,-0.24605928361415863,0.8981419801712036
22,11,-0.23292893171310425,0.9004092216491699,-0.2447424978017807,0.8969254493713379
24,12,-0.23335470259189606,0.8998009562492371,-0.24352768063545227,0.8963724970817566
26,13,-0.23362116515636444,0.8988608717918396,-0.24285896122455597,0.8954877257347107
28,14,-0.23428645730018616,0.8975337147712708,-0.2452826201915741,0.8946029543876648
30,15,-0.23474572598934174,0.8949347734451294,-0.24449017643928528,0.8926122784614563
32,16,-0.23050589859485626,0.9010451436042786,-0.24214859306812286,0.8991373777389526
34,17,-0.22928071022033691,0.901708722114563,-0.2386251837015152,0.8996903300285339
36,18,-0.22831375896930695,0.9017916321754456,-0.23853512108325958,0.8994691371917725
38,19,-0.22711697220802307,0.9020957946777344,-0.2365327626466751,0.9003539085388184
40,20,-0.22635319828987122,0.9021234512329102,-0.23603251576423645,0.8994691371917725
42,21,-0.22613154351711273,0.9024275541305542,-0.23565265536308289,0.8996903300285339
44,22,-0.22623781859874725,0.9023722410202026,-0.23685066401958466,0.8998009562492371
46,23,-0.22628295421600342,0.9025381803512573,-0.23611028492450714,0.8994691371917725
48,24,-0.22625602781772614,0.9024275541305542,-0.23849384486675262,0.8990267515182495
50,25,-0.22617892920970917,0.9027040600776672,-0.23559048771858215,0.8989161849021912
52,26,-0.22495010495185852,0.9023722410202026,-0.23470337688922882,0.899247944355011
54,27,-0.22395075857639313,0.9025934338569641,-0.23492754995822906,0.898805558681488
56,28,-0.22351284325122833,0.9026764035224915,-0.23527656495571136,0.899247944355011
58,29,-0.22277352213859558,0.9027869701385498,-0.23242402076721191,0.9000220894813538
60,30,-0.22193698585033417,0.9031464457511902,-0.23173324763774872,0.8986949920654297
62,31,-0.22239089012145996,0.9024828672409058,-0.23202677071094513,0.8982526063919067
64,32,-0.22219902276992798,0.9026210904121399,-0.23245297372341156,0.8980314135551453
66,33,-0.2223404347896576,0.9027593731880188,-0.23198862373828888,0.899247944355011
68,34,-0.2223377525806427,0.9028975963592529,-0.2341877669095993,0.8985843658447266
70,35,-0.2221015840768814,0.9026210904121399,-0.23426546156406403,0.8986949920654297
72,36,-0.22146525979042053,0.9030358195304871,-0.23238976299762726,0.9000220894813538
74,37,-0.22129660844802856,0.9026764035224915,-0.2328079342842102,0.8986949920654297
76,38,-0.22087936103343964,0.9025934338569641,-0.23012055456638336,0.8995797634124756
78,39,-0.21989111602306366,0.9035611748695374,-0.23102439939975739,0.9000220894813538
80,40,-0.21925362944602966,0.9032846689224243,-0.2309599220752716,0.8982526063919067
82,41,-0.21967358887195587,0.9032570123672485,-0.23248985409736633,0.8985843658447266
84,42,-0.2194218933582306,0.9028975963592529,-0.23003917932510376,0.8990267515182495
86,43,-0.21934746205806732,0.9030358195304871,-0.23125362396240234,0.8993585705757141
88,44,-0.2192922681570053,0.9033952951431274,-0.23107995092868805,0.8990267515182495
90,45,-0.21932123601436615,0.9033399820327759,-0.23040707409381866,0.899247944355011
92,46,-0.2188757061958313,0.9033123254776001,-0.2315686047077179,0.8983631730079651
94,47,-0.21877917647361755,0.9039759039878845,-0.22854633629322052,0.9007962942123413
96,48,-0.21824035048484802,0.9046118259429932,-0.22913165390491486,0.8994691371917725
98,49,-0.21822112798690796,0.9038376212120056,-0.22999180853366852,0.8982526063919067
100,50,-0.2173863798379898,0.9046947360038757,-0.22772450745105743,0.8986949920654297
102,51,-0.2173796445131302,0.9044459462165833,-0.22915413975715637,0.8991373777389526
104,52,-0.21760724484920502,0.9046118259429932,-0.22830507159233093,0.8989161849021912
106,53,-0.21753022074699402,0.9044735431671143,-0.22956793010234833,0.8990267515182495
108,54,-0.21789497137069702,0.9040312170982361,-0.23190481960773468,0.899247944355011
110,55,-0.21745114028453827,0.90450119972229,-0.22796212136745453,0.8990267515182495
112,56,-0.2172611653804779,0.9046118259429932,-0.22871603071689606,0.898805558681488
114,57,-0.21752040088176727,0.9042523503303528,-0.2288045436143875,0.9002432823181152
116,58,-0.21676672995090485,0.9044182896614075,-0.22628699243068695,0.8999115228652954
118,59,-0.2168489694595337,0.9048882722854614,-0.22936569154262543,0.9013492465019226
120,60,-0.21670955419540405,0.9048053622245789,-0.228563129901886,0.9001327157020569
122,61,-0.2167925238609314,0.9054136276245117,-0.22755029797554016,0.9005751013755798
124,62,-0.21665413677692413,0.9047223925590515,-0.22695595026016235,0.9006856679916382
126,63,-0.21676678955554962,0.9047500491142273,-0.22771617770195007,0.9005751013755798
128,64,-0.21679183840751648,0.9044182896614075,-0.228140190243721,0.9003539085388184
130,65,-0.2167128473520279,0.9042247533798218,-0.22728782892227173,0.9003539085388184
132,66,-0.21612605452537537,0.9048606753349304,-0.22641412913799286,0.9005751013755798
134,67,-0.21608300507068634,0.9050542116165161,-0.2287418395280838,0.9003539085388184
136,68,-0.2156120389699936,0.9048882722854614,-0.2278100997209549,0.8995797634124756
138,69,-0.2158556431531906,0.9047777056694031,-0.22631332278251648,0.8994691371917725
140,70,-0.21507036685943604,0.9048330187797546,-0.22638103365898132,0.9006856679916382
142,71,-0.21540911495685577,0.9048053622245789,-0.22525474429130554,0.9009068608283997
144,72,-0.215254008769989,0.9047777056694031,-0.22638589143753052,0.8999115228652954
146,73,-0.21551521122455597,0.9043629765510559,-0.22858905792236328,0.9005751013755798
148,74,-0.21554283797740936,0.9043353199958801,-0.22602492570877075,0.8998009562492371
150,75,-0.21537013351917267,0.9045841693878174,-0.22716893255710602,0.9001327157020569
152,76,-0.2150440216064453,0.9043629765510559,-0.2282300591468811,0.8999115228652954
154,77,-0.21494019031524658,0.9051094651222229,-0.22602306306362152,0.8999115228652954
156,78,-0.21435794234275818,0.9062154293060303,-0.22782962024211884,0.9000220894813538
158,79,-0.21448762714862823,0.9054136276245117,-0.22636635601520538,0.8999115228652954
160,80,-0.21430402994155884,0.9054689407348633,-0.22620224952697754,0.9003539085388184
162,81,-0.2143130749464035,0.9049988985061646,-0.22484713792800903,0.8999115228652954
164,82,-0.21446795761585236,0.9057177901268005,-0.22750385105609894,0.9003539085388184
166,83,-0.2140558362007141,0.9058283567428589,-0.225543811917305,0.9004644751548767
168,84,-0.21445775032043457,0.9049712419509888,-0.22475950419902802,0.9005751013755798
170,85,-0.21402785181999207,0.9053859710693359,-0.22438211739063263,0.9011280536651611
172,86,-0.21419861912727356,0.9053859710693359,-0.22746804356575012,0.9006856679916382
174,87,-0.21391381323337555,0.9061048626899719,-0.2248520851135254,0.8994691371917725
176,88,-0.21390078961849213,0.9053583145141602,-0.22584965825080872,0.9003539085388184
178,89,-0.2134951502084732,0.9055518507957458,-0.2259499728679657,0.9005751013755798
180,90,-0.21327254176139832,0.9056348204612732,-0.22304987907409668,0.9010174870491028
182,91,-0.21340011060237885,0.9055795073509216,-0.2256714552640915,0.8993585705757141
184,92,-0.2135620266199112,0.9053859710693359,-0.2268219292163849,0.9006856679916382
186,93,-0.21338097751140594,0.9056348204612732,-0.22497349977493286,0.9006856679916382
188,94,-0.21370963752269745,0.9056348204612732,-0.2246508151292801,0.9001327157020569
190,95,-0.21353432536125183,0.9054412841796875,-0.2245113104581833,0.8995797634124756
192,96,-0.21305683255195618,0.9049712419509888,-0.2245601862668991,0.8999115228652954
194,97,-0.21297316253185272,0.9062154293060303,-0.2237381637096405,0.9005751013755798
196,98,-0.21277062594890594,0.9056348204612732,-0.22418637573719025,0.9016810655593872
198,99,-0.212380513548851,0.9068236947059631,-0.22458644211292267,0.9007962942123413
200,100,-0.21172095835208893,0.9068790078163147,-0.22518518567085266,0.9004644751548767
