communications,iteration,train_mll,train_error,test_mll,test_error
0,0,-269.1668395996094,1.464446783065796,-35.11371994018555,0.18030615150928497
2,1,-0.9647988677024841,0.210749089717865,-4.140568733215332,0.2468559592962265
4,2,0.2159350961446762,0.14481155574321747,-5.892473220825195,0.3085933029651642
6,3,0.2403058558702469,0.14481382071971893,-5.667637825012207,0.2870498299598694
8,4,0.232241690158844,0.1462167203426361,-7.850418567657471,0.34509313106536865
