communications,iteration,train_mll,train_acc,test_mll,test_acc
0,0,-0.634867250919342,0.832669734954834,-0.6366807818412781,0.8322274088859558
2,1,-0.2187691628932953,0.9083720445632935,-0.22773806750774384,0.9025657773017883
4,2,-0.21027114987373352,0.9083167314529419,-0.21916940808296204,0.9041141271591187
6,3,-0.20749086141586304,0.9087867736816406,-0.21864253282546997,0.9038929343223572
8,4,-0.20832818746566772,0.9088420867919922,-0.21847397089004517,0.9027869701385498
10,5,-0.20606236159801483,0.9097821116447449,-0.21732662618160248,0.9025657773017883
12,6,-0.20518288016319275,0.9098374247550964,-0.21734945476055145,0.9034505486488342
14,7,-0.20302021503448486,0.9110816121101379,-0.21689943969249725,0.9027869701385498
16,8,-0.20171353220939636,0.9110262989997864,-0.21562185883522034,0.9022340178489685
18,9,-0.2010383903980255,0.9128511548042297,-0.213007852435112,0.9030081629753113
20,10,-0.2002153843641281,0.9127681851387024,-0.2153707593679428,0.9021234512329102
