communications,iteration,train_mll,train_acc,test_mll,test_acc
0,0,-51.59403991699219,0.3858382999897003,-51.429443359375,0.38984736800193787
2,1,-0.4256836473941803,0.8836817145347595,-0.4396298825740814,0.8803362250328064
4,2,-0.39107492566108704,0.8836817145347595,-0.40085792541503906,0.8803362250328064
6,3,-0.3730480372905731,0.8836817145347595,-0.3845841884613037,0.8803362250328064
8,4,-0.37213194370269775,0.8836817145347595,-0.38567012548446655,0.8803362250328064
10,5,-0.3666148781776428,0.8836817145347595,-0.38283225893974304,0.8803362250328064
12,6,-0.3653130829334259,0.8836817145347595,-0.3738834857940674,0.8803362250328064
14,7,-0.3679894208908081,0.8836817145347595,-0.3849174380302429,0.8803362250328064
16,8,-0.36508437991142273,0.8836817145347595,-0.37691304087638855,0.8803362250328064
18,9,-0.36419057846069336,0.8836817145347595,-0.3800105154514313,0.8803362250328064
20,10,-0.3662537932395935,0.8836817145347595,-0.3777035176753998,0.8803362250328064
