communications,iteration,train_mll,train_acc,test_mll,test_acc
0,0,-0.6963132619857788,0.7541780471801758,-0.696906328201294,0.7478501200675964
20,1,-1.631759524345398,0.7615233063697815,-1.6485427618026733,0.7574734091758728
40,2,-0.6331422924995422,0.7615233063697815,-0.6339887380599976,0.7574734091758728
60,3,-0.6129060387611389,0.7615233063697815,-0.613014817237854,0.7574734091758728
80,4,-0.590430498123169,0.7615233063697815,-0.5912901759147644,0.7574734091758728
100,5,-0.5571827292442322,0.7615233063697815,-0.5576927661895752,0.7574734091758728
120,6,-0.5278762578964233,0.7615233063697815,-0.5280837416648865,0.7574734091758728
140,7,-0.49418070912361145,0.7615233063697815,-0.4942973256111145,0.7574734091758728
160,8,-0.46803948283195496,0.7615233063697815,-0.47104138135910034,0.7574734091758728
180,9,-0.4391477406024933,0.7615233063697815,-0.4400930106639862,0.7574734091758728
200,10,-0.4198421835899353,0.7615233063697815,-0.42218130826950073,0.7574734091758728
