[2022-08-04 10:28:52] - DEBUG - Call: ['classification.py', '--q', 'MFVI', '-d', 'B', '--prior', 'neal', '--server', 'SEQ', '--split', 'A', '--lr', '0.001', '-l', '10000', '-g', '10', '--batch', '256', '--num_clients=1']
[2022-08-04 10:28:52] - DEBUG - Root: /home/mojb2/GI-PVI/results/08-04-09.28.52_seq-mfvi-bank-1c-10g-10000l-neal-splita-256b-0-001lr-2s-rand-mean-20p
[2022-08-04 10:28:52] - DEBUG - Time: 08-04-09.28.52
[2022-08-04 10:28:52] - DEBUG - Seed: 0
[2022-08-04 10:28:52] - INFO - [97mConfig: Config(seed=0, plot=True, kl=Analytic, optimizer='Adam', bias=True, load=None, log_step=50)[0m
[2022-08-04 10:28:52] - INFO - [97mArgs: Namespace(M=10, batch=256, damp=None, dgp='B', global_iters=10, inference_samples=50, linspace_yz=False, local_iters=10000, lr=0.001, name='', no_plot=False, num_clients=1, patience=20, plot=True, prior='neal', q='MFVI', rand_mean=True, random_z=False, seed=0, server='SEQ', split='A', training_samples=2)[0m
[2022-08-04 10:28:58] - INFO - [93mClient data partition size:      [1][0m
[2022-08-04 10:28:58] - INFO - [93mClient data proportion positive: [0.88][0m
[2022-08-04 10:28:58] - INFO - LR: 0.001
[2022-08-04 10:29:00] - INFO - SERVER - sequential - iter [ 0/10] - [94mtrain mll:   -0.702, train acc:   0.8465, test mll:   -0.702, test acc:   0.8464[0m
[2022-08-04 10:29:00] - INFO - SERVER - sequential - iter [ 1/10] - optimizing ['client0']
[2022-08-04 10:29:00] - INFO - CLIENT - client0 - batch size: 256 - training data size: 36168
[2022-08-04 10:29:00] - INFO - CLIENT - client0 - global  1/10 - local [   1/10000] - local vfe:        -0.817, ll:        -0.671, kl: 5298.909, error:  0.10938
[2022-08-04 10:29:00] - DEBUG - CLIENT - client0 - global  1/10 - local [   2/10000] - local vfe:        -0.848, ll:        -0.701, kl: 5296.760, error:  0.87500
[2022-08-04 10:29:00] - DEBUG - CLIENT - client0 - global  1/10 - local [   3/10000] - local vfe:        -0.837, ll:        -0.690, kl: 5294.610, error:  0.13281
[2022-08-04 10:29:00] - DEBUG - CLIENT - client0 - global  1/10 - local [   4/10000] - local vfe:        -0.854, ll:        -0.708, kl: 5292.473, error:  0.89453
[2022-08-04 10:29:00] - DEBUG - CLIENT - client0 - global  1/10 - local [   5/10000] - local vfe:        -0.852, ll:        -0.706, kl: 5290.340, error:  0.90234
[2022-08-04 10:29:00] - DEBUG - CLIENT - client0 - global  1/10 - local [   6/10000] - local vfe:        -0.839, ll:        -0.693, kl: 5288.226, error:  0.41016
[2022-08-04 10:29:00] - DEBUG - CLIENT - client0 - global  1/10 - local [   7/10000] - local vfe:        -0.839, ll:        -0.693, kl: 5286.111, error:  0.56641
[2022-08-04 10:29:00] - DEBUG - CLIENT - client0 - global  1/10 - local [   8/10000] - local vfe:        -0.829, ll:        -0.683, kl: 5284.003, error:  0.09766
[2022-08-04 10:29:00] - DEBUG - CLIENT - client0 - global  1/10 - local [   9/10000] - local vfe:        -0.817, ll:        -0.671, kl: 5281.896, error:  0.11328
[2022-08-04 10:29:00] - DEBUG - CLIENT - client0 - global  1/10 - local [  10/10000] - local vfe:        -0.873, ll:        -0.727, kl: 5279.789, error:  0.91016
