communications,iteration,train_mll,train_acc,test_mll,test_acc
0,0,-0.7020642161369324,0.84652179479599,-0.7019391655921936,0.8463835716247559
2,1,-0.29900628328323364,0.8836817145347595,-0.30753469467163086,0.8803362250328064
4,2,-0.2484024167060852,0.8836817145347595,-0.25578203797340393,0.8803362250328064
6,3,-0.24272674322128296,0.8836817145347595,-0.25154027342796326,0.8803362250328064
8,4,-0.23929037153720856,0.8836817145347595,-0.2491733282804489,0.8803362250328064
10,5,-0.23915816843509674,0.89136803150177,-0.2490491420030594,0.8870825171470642
12,6,-0.235530287027359,0.8970084190368652,-0.24515610933303833,0.8923910856246948
14,7,-0.23601402342319489,0.8985291123390198,-0.24505284428596497,0.8936076164245605
16,8,-0.23657625913619995,0.8986673355102539,-0.24698103964328766,0.8944923877716064
18,9,-0.23386119306087494,0.9000220894813538,-0.2432386577129364,0.8948241472244263
20,10,-0.23768287897109985,0.9000774025917053,-0.24948474764823914,0.8968148827552795
