iteration,train_mll,train_acc,test_mll,test_acc
0,-0.5529839992523193,0.7752411961555481,-0.5543439984321594,0.7737510204315186
1,-0.4226963222026825,0.8531466722488403,-0.4257179796695709,0.848689615726471
2,-0.3577429950237274,0.8541192412376404,-0.3633439540863037,0.8484848737716675
3,-0.33990100026130676,0.8540680408477783,-0.34716910123825073,0.8495085835456848
4,-0.32944029569625854,0.8549637794494629,-0.33728736639022827,0.8507370948791504
5,-0.3239883482456207,0.8554244637489319,-0.3330371677875519,0.8500204682350159
6,-0.31976351141929626,0.8567808866500854,-0.3294501304626465,0.8518632054328918
7,-0.31706345081329346,0.8565249443054199,-0.327100545167923,0.8535012006759644
8,-0.31527721881866455,0.8560131192207336,-0.3262925148010254,0.8525798320770264
9,-0.3137802183628082,0.8571135997772217,-0.3248288035392761,0.8523750901222229
10,-0.3130057156085968,0.8572160005569458,-0.3244369328022003,0.8531941175460815
11,-0.3132777214050293,0.8564481735229492,-0.324441522359848,0.8538083434104919
12,-0.31295686960220337,0.8572927713394165,-0.3239401876926422,0.8535012006759644
13,-0.3122986853122711,0.8572160005569458,-0.32342344522476196,0.8553439974784851
14,-0.3121640384197235,0.8583932518959045,-0.3229008913040161,0.8529893755912781
15,-0.3114258050918579,0.8576510548591614,-0.32205480337142944,0.8542178273200989
16,-0.31120967864990234,0.8583676815032959,-0.3220021724700928,0.8531941175460815
17,-0.31075602769851685,0.8583420515060425,-0.32150161266326904,0.8545249700546265
18,-0.3103926479816437,0.8579837679862976,-0.3214995563030243,0.8549344539642334
19,-0.310282438993454,0.8580093383789062,-0.3214256167411804,0.8541154861450195
20,-0.30981218814849854,0.8589563369750977,-0.32105177640914917,0.8546273708343506
21,-0.3098294138908386,0.8583420515060425,-0.32106563448905945,0.8540130853652954
22,-0.3097911775112152,0.8588795065879822,-0.3210824429988861,0.8540130853652954
23,-0.30981680750846863,0.8592378497123718,-0.3210561275482178,0.8547297120094299
24,-0.3095715641975403,0.8589563369750977,-0.32072487473487854,0.8527845740318298
25,-0.30913645029067993,0.8593146204948425,-0.320773720741272,0.8532964587211609
26,-0.30929020047187805,0.8589051365852356,-0.3207429051399231,0.851556122303009
27,-0.3093411922454834,0.8592634201049805,-0.32084330916404724,0.8530917167663574
28,-0.3091851472854614,0.8593913912773132,-0.3207995593547821,0.852477490901947
29,-0.30908626317977905,0.8596985340118408,-0.32062873244285583,0.8523750901222229
30,-0.30866438150405884,0.8596217632293701,-0.32051923871040344,0.8532964587211609
31,-0.3088202476501465,0.8591354489326477,-0.32071515917778015,0.8529893755912781
32,-0.3084535598754883,0.8595705628395081,-0.32054275274276733,0.8536036014556885
33,-0.30836519598960876,0.8597241044044495,-0.320548951625824,0.8531941175460815
34,-0.308644562959671,0.8594937920570374,-0.32071131467819214,0.8532964587211609
35,-0.3085477650165558,0.8595449328422546,-0.32066309452056885,0.8532964587211609
36,-0.3080349862575531,0.8594937920570374,-0.32000693678855896,0.852477490901947
37,-0.30820852518081665,0.8593658208847046,-0.320169597864151,0.8527845740318298
38,-0.30804580450057983,0.8592122197151184,-0.3202410936355591,0.8526822328567505
39,-0.3081388771533966,0.8593146204948425,-0.3205353617668152,0.8526822328567505
40,-0.3080429136753082,0.8599288463592529,-0.3204485774040222,0.8529893755912781
41,-0.30820485949516296,0.8597753047943115,-0.3205741345882416,0.852886974811554
42,-0.30806779861450195,0.8596729040145874,-0.32025426626205444,0.8531941175460815
43,-0.30803245306015015,0.8598008751869202,-0.3202197849750519,0.8527845740318298
44,-0.3078467547893524,0.8599288463592529,-0.319991797208786,0.8539107441902161
45,-0.3079998195171356,0.8591610789299011,-0.32009193301200867,0.8532964587211609
46,-0.30774298310279846,0.8597753047943115,-0.32013994455337524,0.8529893755912781
47,-0.3079372048377991,0.859980046749115,-0.3204299509525299,0.8522727489471436
48,-0.307881623506546,0.8597241044044495,-0.3203491270542145,0.851965606212616
49,-0.30800846219062805,0.8599032759666443,-0.32034581899642944,0.8531941175460815
50,-0.30810078978538513,0.8599032759666443,-0.3202246129512787,0.8537060022354126
