z,yz
2.3723323,0.49608323
0.44168383,0.9934907
-1.3944016,-0.37000915
-2.7554855,-0.87260604
-3.8744578,-2.0953727
4.014549,2.3857
0.14602333,1.5984998
3.2688994,1.3257022
0.6046879,-0.6409594
2.1304393,0.11724318
