communications,iteration,train_mll,train_error,test_mll,test_error
0,0,-193.2858428955078,1.5197679996490479,-19.007354736328125,0.20426158607006073
2,1,0.4300183057785034,0.13046376407146454,-2.2240519523620605,0.18831270933151245
4,2,0.46043699979782104,0.13018259406089783,-3.2553656101226807,0.21077647805213928
