communications,iteration,train_mll,train_acc,test_mll,test_acc
0,0,-0.6963132619857788,0.7541780471801758,-0.696906328201294,0.7478501200675964
2,1,-0.7451391816139221,0.7615233063697815,-0.7529850006103516,0.7574734091758728
4,2,-0.9714475274085999,0.7615233063697815,-1.006274938583374,0.7574734091758728
6,3,-1.0353206396102905,0.7615233063697815,-1.057767391204834,0.7574734091758728
8,4,-1.059494972229004,0.7615233063697815,-1.0875667333602905,0.7574734091758728
10,5,-1.0971152782440186,0.7615233063697815,-1.119213581085205,0.7574734091758728
12,6,-0.3918599486351013,0.7615233063697815,-0.3937515616416931,0.7574734091758728
14,7,-0.3713635504245758,0.7615233063697815,-0.3739272356033325,0.7574734091758728
16,8,-0.36417287588119507,0.7615233063697815,-0.36997729539871216,0.7574734091758728
18,9,-0.3601295053958893,0.7615233063697815,-0.36544761061668396,0.7574734091758728
20,10,-0.35828274488449097,0.7615233063697815,-0.36543285846710205,0.7574734091758728
22,11,-0.36078134179115295,0.7615233063697815,-0.3712259531021118,0.7574734091758728
24,12,-0.3881509006023407,0.7615233063697815,-0.3964613378047943,0.7574734091758728
26,13,-0.4325047433376312,0.7615233063697815,-0.4469417631626129,0.7574734091758728
28,14,-0.4854382276535034,0.7615233063697815,-0.4974908232688904,0.7574734091758728
30,15,-0.5322492122650146,0.7615233063697815,-0.5482801795005798,0.7574734091758728
32,16,-0.36077094078063965,0.7615233063697815,-0.3716787099838257,0.7574734091758728
34,17,-0.35828807950019836,0.7615233063697815,-0.3630374073982239,0.7574734091758728
36,18,-0.3581441044807434,0.7615233063697815,-0.3673545718193054,0.7574734091758728
38,19,-0.3574552536010742,0.7615233063697815,-0.36750680208206177,0.7574734091758728
40,20,-0.356855571269989,0.7615233063697815,-0.3641667664051056,0.7574734091758728
42,21,-0.35778507590293884,0.7615233063697815,-0.36384427547454834,0.7574734091758728
44,22,-0.36290788650512695,0.7615233063697815,-0.37589287757873535,0.7574734091758728
46,23,-0.37966546416282654,0.7615233063697815,-0.38765183091163635,0.7574734091758728
48,24,-0.40070104598999023,0.7615233063697815,-0.4095056653022766,0.7574734091758728
50,25,-0.437125027179718,0.7615233063697815,-0.4506504535675049,0.7574734091758728
52,26,-0.35825037956237793,0.7615233063697815,-0.3643282949924469,0.7574734091758728
54,27,-0.35754871368408203,0.7615233063697815,-0.3639638423919678,0.7574734091758728
