communications,iteration,train_mll,train_acc,test_mll,test_acc
0,0,-0.693008542060852,0.8836817145347595,-0.693009078502655,0.8803362250328064
20,1,-0.6794975996017456,0.8836817145347595,-0.6796274781227112,0.8803362250328064
40,2,-0.6442005038261414,0.8836817145347595,-0.6446621417999268,0.8803362250328064
60,3,-0.49836602807044983,0.8836817145347595,-0.5006118416786194,0.8803362250328064
80,4,-0.30527982115745544,0.8836817145347595,-0.31446096301078796,0.8803362250328064
100,5,-0.32303717732429504,0.8836817145347595,-0.3385199010372162,0.8803362250328064
120,6,-0.24387609958648682,0.8836817145347595,-0.25352051854133606,0.8803362250328064
140,7,-0.32770901918411255,0.8836817145347595,-0.3418661653995514,0.8803362250328064
160,8,-0.3546145558357239,0.8836817145347595,-0.3597668409347534,0.8803362250328064
180,9,-0.4333362281322479,0.8836817145347595,-0.44914549589157104,0.8803362250328064
200,10,-0.3413679301738739,0.8836817145347595,-0.34714749455451965,0.8803362250328064
