communications,iteration,train_mll,train_error,test_mll,test_error
0,0,-65.20665740966797,1.3814443349838257,0.10330411791801453,0.17738057672977448
2,1,0.19483622908592224,0.16693860292434692,0.16221845149993896,0.1697075068950653
4,2,0.2885696589946747,0.1593990921974182,0.29923656582832336,0.15894465148448944
