communications,iteration,train_mll,train_error,test_mll,test_error
0,0,-1.7158411741256714,0.246693953871727,-12.10356330871582,0.18761149048805237
2,1,0.6880373954772949,0.10758396983146667,-1.3854539394378662,0.19900715351104736
4,2,0.7406237721443176,0.10611145198345184,-0.7611531019210815,0.15337888896465302
