epoch,lls,kls,elbos,errors
0,-26346.82085191414,1227.6291397979267,-27574.449991712067,0.30179412457690646
1,-41960.28143095104,1225.612113241116,-43185.89354419216,0.36980445374837856
2,-40701.197837691434,1228.9879455947857,-41930.18578328622,0.2722273345250665
3,-32041.564198958764,1202.6361959259623,-33244.20039488473,0.2413045364888117
4,-30426.164778838618,1205.237042225351,-31631.40182106397,0.2653170966108779
5,-23845.084862568016,1191.7029819404445,-25036.78784450846,0.31813884142106247
6,-21401.224284392178,1195.3010228308701,-22596.525307223048,0.24454603353858134
7,-24868.705195984658,1183.329290210472,-26052.03448619513,0.2439285469257218
8,-22358.106206919918,1190.6037925557812,-23548.7099994757,0.3506514540009776
9,-32529.47139042432,1170.5804718682405,-33700.05186229256,0.24920370586089372
10,-23435.48086081003,1174.6584352544094,-24610.139296064437,0.2395059326310934
11,-20156.297411252955,1175.0335618422487,-21331.330973095202,0.3108684825808306
12,-22964.930123937433,1172.0321827936384,-24136.96230673107,0.27723480912365095
13,-20124.093523664018,1152.697519368738,-21276.791043032757,0.3070397409023434
14,-20752.73465361199,1203.5828224452423,-21956.317476057233,0.26457563305601556
15,-23591.154627058677,1166.7047675225592,-24757.859394581235,0.24127895850597814
16,-18196.000702022022,1164.7449186261936,-19360.745620648217,0.2146970634145871
17,-20319.141055941094,1212.1472987958648,-21531.28835473696,0.33623145574293756
18,-15404.646064274086,1199.0004881336151,-16603.6465524077,0.15384064022796254
19,-20706.29185038998,1210.2587308715597,-21916.550581261537,0.2818374471817852
20,-10765.211183893784,1192.4739066442314,-11957.685090538014,0.20169209646421696
21,-22701.442684004993,1186.6524848604793,-23888.09516886547,0.41523423738964726
22,-19400.417329928314,1197.1212571220497,-20597.538587050363,0.28089418541899
23,-14628.786301269058,1204.869657467637,-15833.655958736694,0.14603336617547766
24,-18514.066240555883,1156.9033228094686,-19670.969563365354,0.22617160975710515
25,-19774.624175842306,1132.0065600185392,-20906.630735860846,0.34289244852945455
26,-12542.6600561733,1163.9654363498764,-13706.625492523175,0.17970407305632183
27,-16375.913908600913,1150.0385922305377,-17525.952500831452,0.3120962212503724
28,-14027.251254206785,1136.5253387533671,-15163.776592960152,0.26067304709094613
29,-16117.681339556784,1133.9460566936352,-17251.62739625042,0.2240765983836998
30,-13764.438897679196,1121.0608265931721,-14885.499724272368,0.1495045090439824
31,-10489.262587159188,1137.9980325992287,-11627.260619758417,0.2011709299504792
32,-5839.45312546984,1118.165167083524,-6957.618292553365,0.13497195478878782
33,-13040.53592318431,1109.081960531924,-14149.617883716235,0.2872490637263969
34,-15466.887518150528,1103.0552672226775,-16569.942785373205,0.15402436698858807
35,-7889.028828945382,1095.5309027673609,-8984.559731712743,0.18612358639258375
36,-7493.985439837861,1091.304623515789,-8585.29006335365,0.2027173182475695
37,-10384.251226699434,1084.5235428060337,-11468.774769505468,0.1822061622716084
38,-14754.62713366393,1080.68997337221,-15835.317107036139,0.20458022734737372
39,-8791.079170648523,1081.8972772029647,-9872.976447851488,0.18291989470263031
40,-8493.900323870017,1071.0629615213916,-9564.963285391408,0.14410050953990092
41,-8684.414561362017,1060.4756238267162,-9744.890185188733,0.19775231758211545
42,-11264.609577888477,1060.775951146074,-12325.385529034551,0.19722347534027096
43,-18899.754610144446,1061.1745236798304,-19960.929133824277,0.19609751827099672
44,-9760.473424088656,1045.9906138412416,-10806.464037929898,0.2717501746856108
45,-9671.78896492104,1041.546602690904,-10713.335567611943,0.18452894872501954
46,-10370.930077845274,1055.910729314458,-11426.840807159733,0.15088154671440618
47,-6789.009154793991,1033.6563038649526,-7822.665458658944,0.1898366680830766
48,-10099.936778119341,1053.2823816486766,-11153.219159768018,0.2492101715911629
49,-9455.549466435914,1028.2344526127138,-10483.783919048628,0.12651403399708788
50,-10773.623308133365,1026.3491076061098,-11799.972415739474,0.15131009710301715
51,-12347.44843012282,1011.3351768095326,-13358.783606932353,0.16069985497304057
52,-10301.373102655567,1007.875741644422,-11309.24884429999,0.19398638330135753
53,-11251.865864891373,1007.0344056389481,-12258.900270530321,0.15480116131888738
54,-11719.909605916913,998.4906683155714,-12718.400274232485,0.2627555037778515
55,-7659.2744954666105,1011.0618638699871,-8670.336359336598,0.21131092215969358
56,-6496.8942021090115,992.0844514152398,-7488.978653524251,0.12242318936323898
57,-8095.485641119092,995.8860815882658,-9091.371722707358,0.20540956718127446
58,-10943.185868410268,966.2040710339375,-11909.389939444205,0.2747825330484147
59,-10735.227210942456,983.461260042558,-11718.688470985013,0.2523318902017932
60,-8810.97510407776,966.7639137608639,-9777.739017838623,0.14363127588283942
61,-7916.971104882976,962.1257945695066,-8879.096899452483,0.2240971911549145
62,-7375.934198754544,995.7840041910473,-8371.71820294559,0.1892309135161321
63,-6099.519487999209,976.7804616727243,-7076.299949671933,0.14669754014673234
64,-5868.349255936811,969.2897217209528,-6837.6389776577635,0.21898511488540615
65,-5341.259847722064,956.1317031865027,-6297.391550908566,0.13500919449920584
66,-7663.2101575842025,958.288914131891,-8621.499071716094,0.2521612410215731
67,-6569.119773517556,979.5517442878196,-7548.6715178053755,0.15799298314482635
68,-4941.591870712149,987.2882480018961,-5928.880118714045,0.1349622961034467
69,-5521.035587925957,967.484950476775,-6488.520538402732,0.21244418308030705
70,-7329.244589920587,955.5392812500427,-8284.78387117063,0.20186144111309817
71,-6474.263679265862,963.6278017910153,-7437.891481056878,0.15371480531977716
72,-7905.9343741046905,978.4960917796066,-8884.430465884298,0.17081406690018505
73,-5466.002642117277,977.9562485900641,-6443.958890707341,0.17820932746002996
74,-5185.715714671293,976.6596916017711,-6162.375406273064,0.17692803085728437
75,-6546.261811963383,952.0080168651123,-7498.269828828495,0.17994629208352209
76,-4796.204279615792,957.849413586739,-5754.053693202532,0.1646373211854329
77,-3794.055273908072,972.3504332576894,-4766.405707165762,0.14182698608858021
78,-4134.3092550488955,941.103746855223,-5075.413001904119,0.1724790397067632
79,-6371.298418094846,964.4827465513589,-7335.781164646205,0.20089919365175876
80,-6107.487416442674,932.3511467403432,-7039.838563183017,0.15601831373903916
81,-3944.922517609043,932.3961395861509,-4877.318657195194,0.1688166918818309
82,-4827.117607885037,916.325869949686,-5743.443477834722,0.13882408142775232
83,-4695.1111015206625,923.3223468232591,-5618.433448343922,0.13033056063712198
84,-7717.645952734583,927.1913903843517,-8644.837343118936,0.2516178666953058
85,-6616.7157802959,902.1989349722261,-7518.914715268126,0.35278980596816684
86,-6541.782539318057,908.5369239598775,-7450.319463277935,0.13508796526247052
87,-7560.288707874432,898.9111919652038,-8459.199899839636,0.27363033526333747
88,-5559.41644789649,903.9184020752793,-6463.3348499717695,0.22500882224920465
89,-5946.12788234092,920.868802847869,-6866.996685188789,0.20720605440276424
90,-6320.037337068712,903.7087382298374,-7223.74607529855,0.19767202231728356
91,-5627.936237727383,917.8922565594385,-6545.828494286821,0.15401508766563637
92,-6794.757472646033,901.2140601261049,-7695.971532772139,0.20933768187278362
93,-6585.319963083921,903.7058549873982,-7489.025818071319,0.1692011419415058
94,-4503.7988533942535,912.4040250260525,-5416.202878420306,0.20333937392851803
95,-3387.9920200436245,898.8038012769263,-4286.795821320551,0.15555825837226359
96,-7531.247598205583,884.9320000164885,-8416.179598222072,0.25109153950072244
97,-3455.5415360529114,899.7295054596129,-4355.271041512524,0.14024464096488418
98,-4959.833906041908,905.9504963175762,-5865.784402359484,0.18478173993240293
99,-4276.47561980771,892.9427544625034,-5169.4183742702135,0.12647861280057976
100,-4245.378931946478,911.8929847647978,-5157.2719167112755,0.1569618315459579
101,-5169.011503572707,900.2712993544363,-6069.282802927143,0.1625715780418669
102,-4118.4811187300365,914.112215697062,-5032.593334427099,0.15397192960708606
103,-6110.716237189517,898.1173884970406,-7008.833625686558,0.30061247108717865
104,-4649.572813471255,918.6796198383078,-5568.2524333095635,0.15486990318615612
105,-4630.697723169807,907.2247614160184,-5537.922484585826,0.19716134034959193
