communications,iteration,train_mll,train_error,test_mll,test_error
0,0,-67.23410034179688,1.4024202823638916,0.019473301246762276,0.18437553942203522
2,1,-18.114606857299805,0.7321363091468811,-4.365490436553955,0.3959801495075226
4,2,-12.333353996276855,0.6088520884513855,-14.76601505279541,0.6746651530265808
