communications,iteration,train_mll,train_error,test_mll,test_error
0,0,-73.46929168701172,1.2144583463668823,-0.4617694020271301,0.13942013680934906
2,1,0.30143770575523376,0.14161981642246246,-1.6398836374282837,0.2146865725517273
