communications,iteration,train_mll,train_error,test_mll,test_error
0,0,-73.46910095214844,1.4052424430847168,0.2850913107395172,0.159216046333313
2,1,-2.764554977416992,0.27706071734428406,0.3458847403526306,0.14490070939064026
4,2,-1.7907252311706543,0.2237497717142105,0.5769572854042053,0.12343753129243851
