communications,iteration,train_mll,train_acc,test_mll,test_acc
0,0,-0.7010421752929688,0.7085967063903809,-0.7017470002174377,0.705876350402832
2,1,-0.38569962978363037,0.7615233063697815,-0.386603981256485,0.7574734091758728
4,2,-0.3792698085308075,0.7615233063697815,-0.38678979873657227,0.7574734091758728
6,3,-0.3721746802330017,0.7615233063697815,-0.3752773404121399,0.7574734091758728
8,4,-0.36481332778930664,0.8264274597167969,-0.37380698323249817,0.818591296672821
10,5,-0.35709232091903687,0.8463389277458191,-0.3617657423019409,0.8398853540420532
12,6,-0.352217435836792,0.84871906042099,-0.35572755336761475,0.8440827131271362
14,7,-0.35095641016960144,0.8511760234832764,-0.35596713423728943,0.8461301922798157
16,8,-0.3510758876800537,0.8517646193504333,-0.35740166902542114,0.8479729890823364
18,9,-0.3469504714012146,0.8524300456047058,-0.35297879576683044,0.8475634455680847
20,10,-0.34858280420303345,0.8529675006866455,-0.35555803775787354,0.8484848737716675
