[2022-07-27 22:46:18] - DEBUG - Call: ['classification.py', 'GI', 'A', '--name=GVI_Std']
[2022-07-27 22:46:18] - DEBUG - Root: /homes/mojb2/Thesis/GI-PVI/results/07-27-21.46.17_seq-pvi-adult-1c-10g-2000l-standardprior-splita-128b-0-02lr-2s-100m-gvi-std
[2022-07-27 22:46:18] - DEBUG - Time: 07-27-21.46.17
[2022-07-27 22:46:18] - DEBUG - Seed: 0
[2022-07-27 22:46:18] - INFO - [97mConfig: GI_AdultConfig(seed=0, plot=True, kl=Analytic, optimizer='Adam', bias=True, load=None, log_step=50, posterior_type='pvi_adult', dgp=<DGP.uci_adult: 6>, prior=<Prior.StandardPrior: 0>, deterministic=False, random_z=False, linspace_yz=False, N=0.8, M=100, S=2, I=50, batch_size=128, server_type=<class 'gi.server.SequentialServer'>, num_clients=1, global_iters=10, local_iters=2000, sep_lr=False, lr_global=0.02, lr_nz=0.05, lr_client_z=0.01, lr_yz=0.01, split_type='A')[0m
[2022-07-27 22:46:18] - INFO - [97mArgs: Namespace(global_iters=10, inference_samples=50, local_iters=2000, name='GVI_Std', no_plot=False, plot=True, seed=0, training_samples=2)[0m
[2022-07-27 22:46:22] - INFO - [93mClient data partition size:      [1][0m
[2022-07-27 22:46:22] - INFO - [93mClient data proportion positive: [0.76][0m
[2022-07-27 22:46:22] - INFO - LR: 0.02
[2022-07-27 22:46:23] - INFO - SERVER - sequential - iter [ 0/10] - [94mtrain mll:   -0.727, train acc:   0.7000, test mll:   -0.756, test acc:   0.6981[0m
[2022-07-27 22:46:23] - INFO - SERVER - sequential - iter [ 1/10] - optimizing ['client0']
[2022-07-27 22:46:23] - INFO - CLIENT - client0 - batch size: 128 - training data size: 39073
[2022-07-27 22:46:23] - INFO - CLIENT - client0 - global iter  1/10 - local iter [   1/2000] - local vfe:        -1.245, ll:        -0.665, kl: 22683.180, error:  0.27344
[2022-07-27 22:46:23] - DEBUG - CLIENT - client0 - global  1/10 - local [   2/2000] - local vfe:        -4.642, ll:        -1.839, kl: 109509.656, error:  0.46875
[2022-07-27 22:46:23] - DEBUG - CLIENT - client0 - global  1/10 - local [   3/2000] - local vfe:        -3.055, ll:        -1.367, kl: 65929.438, error:  0.28906
[2022-07-27 22:46:23] - DEBUG - CLIENT - client0 - global  1/10 - local [   4/2000] - local vfe:        -2.229, ll:        -0.970, kl: 49220.750, error:  0.28125
[2022-07-27 22:46:23] - DEBUG - CLIENT - client0 - global  1/10 - local [   5/2000] - local vfe:        -1.771, ll:        -0.684, kl: 42453.312, error:  0.30469
[2022-07-27 22:46:23] - DEBUG - CLIENT - client0 - global  1/10 - local [   6/2000] - local vfe:        -1.552, ll:        -0.559, kl: 38820.828, error:  0.25781
[2022-07-27 22:46:23] - DEBUG - CLIENT - client0 - global  1/10 - local [   7/2000] - local vfe:        -1.587, ll:        -0.645, kl: 36807.680, error:  0.31250
[2022-07-27 22:46:23] - DEBUG - CLIENT - client0 - global  1/10 - local [   8/2000] - local vfe:        -1.535, ll:        -0.626, kl: 35519.418, error:  0.24219
[2022-07-27 22:46:23] - DEBUG - CLIENT - client0 - global  1/10 - local [   9/2000] - local vfe:        -1.603, ll:        -0.718, kl: 34611.938, error:  0.28125
[2022-07-27 22:46:23] - DEBUG - CLIENT - client0 - global  1/10 - local [  10/2000] - local vfe:        -1.546, ll:        -0.678, kl: 33934.902, error:  0.25000
[2022-07-27 22:46:23] - DEBUG - CLIENT - client0 - global  1/10 - local [  11/2000] - local vfe:        -1.255, ll:        -0.399, kl: 33438.230, error:  0.15625
[2022-07-27 22:46:23] - DEBUG - CLIENT - client0 - global  1/10 - local [  12/2000] - local vfe:        -1.318, ll:        -0.471, kl: 33081.875, error:  0.19531
[2022-07-27 22:46:23] - DEBUG - CLIENT - client0 - global  1/10 - local [  13/2000] - local vfe:        -1.302, ll:        -0.462, kl: 32810.336, error:  0.20312
[2022-07-27 22:46:23] - DEBUG - CLIENT - client0 - global  1/10 - local [  14/2000] - local vfe:        -1.253, ll:        -0.419, kl: 32593.682, error:  0.16406
[2022-07-27 22:46:23] - DEBUG - CLIENT - client0 - global  1/10 - local [  15/2000] - local vfe:        -1.293, ll:        -0.463, kl: 32420.723, error:  0.24219
