communications,iteration,train_mll,train_error,test_mll,test_error
0,0,-61.19550323486328,1.4016050100326538,0.2250032126903534,0.17140530049800873
2,1,-1.1804078817367554,0.22165150940418243,0.4852756857872009,0.14181938767433167
4,2,-0.6022695302963257,0.18856105208396912,0.49097058176994324,0.1411413848400116
