communications,iteration,train_mll,train_error,test_mll,test_error
0,0,-61.195030212402344,1.401604413986206,0.22502461075782776,0.171402707695961
2,1,-14.209553718566895,0.5724982619285583,-3.8761520385742188,0.39629852771759033
4,2,-8.6781644821167,0.47690415382385254,-12.912864685058594,0.6656923294067383
