iteration,vfe,ll,kl,error
0,-48.785011291503906,-48.68825149536133,3539.814208984375,1.0004825592041016
49,-49.36295700073242,-49.2685546875,3453.61572265625,1.0063446760177612
99,-48.82900619506836,-48.73761749267578,3343.172607421875,1.0011897087097168
149,-48.977378845214844,-48.888832092285156,3239.361328125,1.0026782751083374
199,-29.453516006469727,-29.36686134338379,3170.2509765625,0.7355195879936218
249,-25.761829376220703,-25.667577743530273,3448.020263671875,0.7243800163269043
299,-27.41008949279785,-27.31209373474121,3585.08837890625,0.7365990281105042
349,-21.5535888671875,-21.453338623046875,3667.529052734375,0.6283484697341919
399,-18.848920822143555,-18.747663497924805,3704.38330078125,0.6049823760986328
449,-19.540584564208984,-19.43890380859375,3719.858642578125,0.5264831781387329
499,-14.390588760375977,-14.289435386657715,3700.52978515625,0.5080700516700745
549,-14.480761528015137,-14.3784761428833,3742.048583984375,0.4815009832382202
599,-14.971834182739258,-14.868914604187012,3765.225341796875,0.461811363697052
649,-13.337836265563965,-13.234704971313477,3772.973388671875,0.4587419629096985
699,-12.143589973449707,-12.040349960327148,3776.918701171875,0.41621533036231995
749,-9.468358039855957,-9.366019248962402,3743.966796875,0.40490272641181946
799,-11.218133926391602,-11.116288185119629,3725.909423828125,0.394714891910553
849,-8.953643798828125,-8.852413177490234,3703.428466796875,0.3772839903831482
899,-10.556772232055664,-10.455912590026855,3689.862060546875,0.3778047263622284
949,-8.128397941589355,-8.027666091918945,3685.228515625,0.36468449234962463
999,-9.032317161560059,-8.93157958984375,3685.360595703125,0.3849247395992279
1049,-9.567474365234375,-9.467015266418457,3675.186767578125,0.4017733931541443
1099,-7.231095314025879,-7.130465030670166,3681.458740234375,0.3661971092224121
1149,-9.334044456481934,-9.233331680297852,3684.47900390625,0.3867422044277191
1199,-8.211496353149414,-8.11113452911377,3671.64453125,0.3676290810108185
1249,-7.337670803070068,-7.237462043762207,3666.033203125,0.3540482521057129
1299,-7.01339864730835,-6.912877082824707,3677.497802734375,0.35915467143058777
1349,-8.469712257385254,-8.368698120117188,3695.495361328125,0.38201993703842163
1399,-7.728480815887451,-7.626779079437256,3720.669189453125,0.3819265365600586
1449,-7.365752696990967,-7.263340950012207,3746.628662109375,0.35850363969802856
1499,-7.4681396484375,-7.365041255950928,3771.736328125,0.3660193383693695
1549,-6.338565349578857,-6.234791278839111,3796.46875,0.3457045555114746
1599,-8.142952919006348,-8.038637161254883,3816.303955078125,0.3621811270713806
1649,-7.926375865936279,-7.821837902069092,3824.41259765625,0.3576408922672272
1699,-6.612293243408203,-6.507157802581787,3846.268310546875,0.3463165760040283
1749,-7.05111837387085,-6.945159912109375,3876.36767578125,0.36401957273483276
1799,-6.6685380935668945,-6.5614914894104,3916.1796875,0.35640257596969604
1849,-7.949869632720947,-7.842402935028076,3931.571044921875,0.38669639825820923
1899,-6.8511528968811035,-6.742866039276123,3961.576171875,0.3501725196838379
1949,-6.321416854858398,-6.21245002746582,3986.449951171875,0.34681931138038635
1999,-7.005939483642578,-6.896494388580322,4003.946044921875,0.3333950638771057
