communications,iteration,train_mll,train_error,test_mll,test_error
0,0,-188549.84375,7.582340717315674,-33434.3828125,3.477616310119629
2,1,-1271.5899658203125,1.7755670547485352,-188.2029266357422,0.24139752984046936
4,2,-300.75,1.278751015663147,-17.671751022338867,0.1991916000843048
6,3,-60.58655548095703,1.38788902759552,-0.9314651489257812,0.22127586603164673
8,4,-60.97123336791992,1.382493495941162,0.1413724720478058,0.17131799459457397
