communications,iteration,train_mll,train_acc,test_mll,test_acc
0,0,-0.7116304039955139,0.4108719527721405,-0.7114218473434448,0.4176904261112213
2,1,-0.7073279619216919,0.7615233063697815,-0.7139725089073181,0.7574734091758728
4,2,-0.8251819610595703,0.7615233063697815,-0.852744460105896,0.7574734091758728
6,3,-0.8885546922683716,0.7615233063697815,-0.9074011445045471,0.7574734091758728
8,4,-0.9231444597244263,0.7615233063697815,-0.9482235908508301,0.7574734091758728
10,5,-0.9477149248123169,0.7615233063697815,-0.9668453335762024,0.7574734091758728
12,6,-0.33482858538627625,0.8520205616950989,-0.33946430683135986,0.8483824729919434
14,7,-0.32612088322639465,0.8528651595115662,-0.3329033851623535,0.8488943576812744
16,8,-0.3208782374858856,0.8535817861557007,-0.32779648900032043,0.8493038415908813
18,9,-0.31915387511253357,0.8538632988929749,-0.3273983597755432,0.8502252101898193
20,10,-0.31725987792015076,0.8541703820228577,-0.32580673694610596,0.8503276109695435
22,11,-0.3191674053668976,0.8541960120201111,-0.3312114477157593,0.8490990996360779
24,12,-0.32200801372528076,0.8534793853759766,-0.32934898138046265,0.8480753302574158
26,13,-0.3273835778236389,0.8506129384040833,-0.3367592394351959,0.8450040817260742
28,14,-0.33400189876556396,0.8465948104858398,-0.34198758006095886,0.8416256904602051
30,15,-0.3428252935409546,0.8411691188812256,-0.35103854537010193,0.8377354741096497
32,16,-0.31910058856010437,0.8555012345314026,-0.3331717252731323,0.8496109843254089
34,17,-0.3179232180118561,0.855066180229187,-0.32500043511390686,0.8516584634780884
36,18,-0.31792429089546204,0.8555268049240112,-0.3284973204135895,0.8516584634780884
38,19,-0.31692808866500854,0.8563458323478699,-0.3287505507469177,0.851965606212616
40,20,-0.3164861500263214,0.8552709221839905,-0.32726719975471497,0.8513513803482056
42,21,-0.3163693845272064,0.856115460395813,-0.32468995451927185,0.8508394956588745
44,22,-0.31651777029037476,0.8559874892234802,-0.3284372091293335,0.850634753704071
46,23,-0.31666651368141174,0.8559874892234802,-0.32417893409729004,0.8503276109695435
48,24,-0.31759798526763916,0.8563458323478699,-0.32528823614120483,0.8504299521446228
50,25,-0.3185799717903137,0.8552452921867371,-0.32807862758636475,0.8498157262802124
52,26,-0.31662416458129883,0.8563969731330872,-0.3246753215789795,0.851044237613678
54,27,-0.3163980543613434,0.8562690615653992,-0.32601526379585266,0.8505323529243469
56,28,-0.3162286877632141,0.8557827472686768,-0.3245197832584381,0.851556122303009
58,29,-0.3155185878276825,0.8570623993873596,-0.3266142010688782,0.8531941175460815
60,30,-0.3152852952480316,0.8563458323478699,-0.32601678371429443,0.8521703481674194
62,31,-0.31518658995628357,0.8568576574325562,-0.3246413767337799,0.852477490901947
64,32,-0.3153267204761505,0.8559874892234802,-0.3262506127357483,0.8514537215232849
66,33,-0.31515172123908997,0.8566529154777527,-0.3268764913082123,0.8522727489471436
68,34,-0.31550508737564087,0.8569344282150269,-0.32494840025901794,0.851965606212616
70,35,-0.31641796231269836,0.8558851480484009,-0.3245846629142761,0.8521703481674194
72,36,-0.31463780999183655,0.8569856286048889,-0.32608747482299805,0.851965606212616
74,37,-0.31457650661468506,0.8572160005569458,-0.3253256380558014,0.851965606212616
76,38,-0.314759761095047,0.8564738035202026,-0.323650062084198,0.8537060022354126
78,39,-0.31461668014526367,0.8568320870399475,-0.3209649622440338,0.8530917167663574
80,40,-0.3140823245048523,0.857036828994751,-0.32318782806396484,0.8540130853652954
82,41,-0.31404924392700195,0.8568832874298096,-0.32215452194213867,0.8517608642578125
