iteration,train_mll,train_acc,test_mll,test_acc
0,-0.6927899122238159,0.7615233063697815,-0.692795991897583,0.7574734091758728
1,-0.6942462921142578,0.2384766936302185,-0.6942295432090759,0.24252663552761078
2,-0.6889113187789917,0.7615233063697815,-0.6889793276786804,0.7574734091758728
3,-0.6658544540405273,0.7615233063697815,-0.6662347912788391,0.7574734091758728
4,-0.5489748120307922,0.7615233063697815,-0.5510284900665283,0.7574734091758728
5,-0.42297789454460144,0.7615233063697815,-0.4274747371673584,0.7574734091758728
6,-0.383962482213974,0.7615233063697815,-0.3881075978279114,0.7574734091758728
7,-0.37310948967933655,0.7615233063697815,-0.37764063477516174,0.7574734091758728
8,-0.36676791310310364,0.7615233063697815,-0.3719389736652374,0.7574734091758728
9,-0.36547592282295227,0.7615233063697815,-0.37027180194854736,0.7574734091758728
10,-0.3798448443412781,0.7615233063697815,-0.38390669226646423,0.7574734091758728
11,-0.3830792009830475,0.7615233063697815,-0.3879275918006897,0.7574734091758728
12,-0.38041365146636963,0.7615233063697815,-0.38469770550727844,0.7574734091758728
13,-0.38024085760116577,0.7615233063697815,-0.38530233502388,0.7574734091758728
14,-0.377893328666687,0.7615233063697815,-0.38214194774627686,0.7574734091758728
15,-0.37657538056373596,0.7615233063697815,-0.3816743493080139,0.7574734091758728
16,-0.35535866022109985,0.849230945110321,-0.36171722412109375,0.8426494598388672
17,-0.3507022261619568,0.8473626375198364,-0.3576032817363739,0.8447993397712708
18,-0.35412079095840454,0.8486934900283813,-0.36058011651039124,0.8434684872627258
19,-0.35229963064193726,0.8501266837120056,-0.35851579904556274,0.8459254503250122
20,-0.3527113199234009,0.8484631180763245,-0.3585090637207031,0.8442874550819397
21,-0.3524114787578583,0.8484375476837158,-0.3599036633968353,0.8427518606185913
22,-0.3511105179786682,0.8490773439407349,-0.3575395941734314,0.8434684872627258
23,-0.3510023355484009,0.8507921099662781,-0.35859954357147217,0.8439803719520569
24,-0.349749356508255,0.849819540977478,-0.35658079385757446,0.8442874550819397
25,-0.3517846465110779,0.8478488922119141,-0.3593972623348236,0.8424447178840637
26,-0.34818774461746216,0.8515087366104126,-0.35540297627449036,0.8442874550819397
27,-0.3465329706668854,0.8493844866752625,-0.3546222746372223,0.8464373350143433
28,-0.34931036829948425,0.8492820858955383,-0.35710662603378296,0.8432637453079224
29,-0.34834471344947815,0.8515598773956299,-0.3553209602832794,0.8466420769691467
30,-0.34950435161590576,0.8493589162826538,-0.3566822111606598,0.8416256904602051
